eid,n,t,w
3667,La Guerre des Gaules,1,80
3674,botanique,1,1710
3676,nasalisation,1,52
3677,saute-mouton,1,54
3678,Pinatubo,1,52
3684,patronat,1,84
3685,cocon,1,270
3687,se différencier,1,58
3695,art,1,2440
3697,remontant,1,68
3699,neige,1,2908
3706,en premier,1,64
3707,Léonard,1,54
3708,arthropathie,1,52
3709,samoyède,1,52
3710,Carl Wernicke,1,56
3712,traverser,1,396
3713,Empire State Building,1,68
3715,sans domicile,1,54
3716,termites,1,58
3717,Capoue,1,52
3719,comique troupier,1,62
3721,zététique,1,52
3723,épaule,1,334
3729,crocheter,1,58
3731,informel,1,64
3733,Jean de la Croix,1,52
3737,capitales,1,56
3738,voilé,1,154
3742,phlébologue,1,52
3745,qualifier,1,60
3748,calcémie,1,54
3756,Guillaume,1,58
3757,Roosevelt,1,54
3760,surexcitation,1,74
3763,complice,1,94
3774,pardonné,1,52
3777,respecter,1,156
3778,proctologie,1,56
3781,service postal,1,52
3786,Saint-Vital,1,52
3793,faire disparaître,1,92
3795,caque,1,52
3797,footing,1,76
3800,La vie est ailleurs,1,68
3801,thérapeutique,1,76
3803,British Petroleum,1,64
3805,Casse-pipe,1,58
3808,antigène,1,60
3809,garde des Sceaux,1,56
3813,défriper,1,52
3817,ressortant,1,52
3819,Ancien Testament,1,102
3825,immunitaire,1,94
3827,désarticuler,1,52
3829,cm,1,58
3832,araser,1,52
3836,remplacement,1,102
3837,inconsistant,1,62
3839,se faire du souci,1,90
3841,mesuré,1,184
3844,satirique,1,158
3845,incorporer,1,76
3846,patine,1,52
3855,orbite polaire,1,74
3859,Stalingrad,1,54
3861,cirrostratus,1,68
3864,masure,1,78
3869,désoxyribonucléique,1,62
3876,Jean Dieudonné,1,52
3881,rareté,1,98
3882,humilité,1,102
3883,magasinier,1,70
3885,agrégat,1,66
3888,ennuyer,1,182
3889,gousse,1,116
3891,argumentation,1,90
3892,karaïtes,1,52
3895,lego,1,56
3898,pistil,1,266
3899,va-et-vient,1,54
3904,rouille,1,180
3905,durée,1,1100
3907,pêche à la mouche,1,90
3911,la ramener,1,94
3913,ratage,1,142
3914,îles de la Société,1,58
3917,consterner,1,76
3921,régionalisme,1,66
3922,conque,1,52
3928,crémone,1,62
3933,composter,1,56
3936,iriser,1,76
3937,herbeux,1,56
3945,Trecento,1,52
3949,jouable,1,124
3954,orthographier,1,130
3955,demi-mondaine,1,54
3958,financer,1,70
3967,delirium tremens,1,52
3973,assurer,1,178
3974,étanche,1,106
3986,fauteur,1,94
3987,russule,1,52
3990,voiturette,1,88
3995,larron,1,56
3996,racketter,1,58
4000,Soule,1,52
4001,lignine,1,60
4002,Somme,1,72
4007,loupe,1,384
4014,carmagnole,1,60
4016,monophasé,1,54
4017,Star Wars,1,136
4019,stockiste,1,52
4020,axone,1,78
4023,avant,1,570
4026,tiercé,1,148
4033,humiliation,1,328
4035,marqueur,1,118
4038,Jaén,1,54
4043,idiopathie,1,52
4044,charme,1,264
4048,vertige,1,146
4050,avoir un coup de coeur,1,68
4057,valda,1,60
4059,centimètre,1,392
4060,Le Temps des secrets,1,54
4068,deux-mâts,1,58
4070,conflagration,1,52
4078,mal,1,2502
4081,se fourvoyer,1,70
4083,pencher,1,96
4084,renaître,1,84
4096,relais,1,98
4097,Bengale-Occidental,1,52
4098,mille-pattes,1,80
4102,Audincourt,1,52
4104,tercet,1,60
4105,homogénéité,1,74
4106,questionneur,1,64
4112,tissus vivants,1,52
4113,déveine,1,86
4116,Impitoyable,1,52
4117,attabler,1,68
4120,paresseusement,1,68
4121,anorexie,1,264
4129,catho,1,90
4130,arrogant,1,198
4131,samedi,1,2544
4139,épuisement,1,308
4144,séquestrer,1,124
4147,vouloir,1,574
4148,convaincre,1,186
4154,Kabardino-Balkarie,1,52
4155,Charles Quint,1,66
4156,Lusitanie,1,158
4157,Vatican,1,350
4160,teenager,1,58
4161,minuterie,1,76
4169,incroyant,1,88
4174,retraverser,1,52
4178,rejouer,1,122
4182,jérémiade,1,52
4185,défleurir,1,52
4187,bocage,1,70
4189,serré,1,168
4191,éclat,1,234
4196,neiger,1,84
4197,entropie,1,98
4199,vernissage,1,90
4200,tendron,1,56
4204,Collioure,1,56
4206,Carrare,1,52
4210,psychosomatique,1,54
4214,riper,1,60
4215,clair,1,590
4216,menuisier,1,344
4221,intouchable,1,62
4224,phagocytose,1,58
4230,Ferry,1,76
4234,exposant,1,100
4236,gaz naturel,1,158
4240,notamment,1,64
4242,épuration,1,80
4245,batterie,1,386
4247,cinéaste,1,302
4248,insufflation,1,52
4253,croisement,1,140
4258,agent infectieux,1,56
4260,halloween,1,64
4261,autrement,1,64
4262,plantureux,1,60
4267,passager,1,322
4273,Thomas Jefferson,1,52
4275,friture,1,428
4279,endormant,1,74
4280,démoralisation,1,54
4288,camoufler,1,78
4289,principe de relativité,1,62
4294,luthier,1,56
4295,mûr,1,186
4301,accra,1,112
4305,plexiglas,1,52
4308,bataille de Moukden,1,56
4317,audience,1,100
4322,tapissier,1,68
4325,subversion,1,58
4326,acclamation,1,84
4327,visionneuse,1,56
4331,dactylique,1,52
4334,otaries,1,52
4336,vergue,1,68
4338,discursif,1,54
4340,bercail,1,72
4343,rebrousse-poil,1,52
4344,amaigrir,1,56
4347,bimétallisme,1,52
4350,Harley,1,54
4352,pleurnichard,1,54
4353,scissure,1,52
4358,naturalisé,1,56
4361,éparque,1,52
4362,rissolé,1,54
4363,se donner,1,74
4369,donnant,1,54
4370,couler un bronze,1,68
4371,San Diego,1,60
4374,gonzesse,1,130
4379,Catherine,1,52
4382,faribole,1,58
4383,luth,1,92
4386,poivrot,1,84
4387,Tootsie,1,52
4388,Jude,1,54
4391,avidine,1,52
4393,sainte Jeanne de France,1,52
4395,va te faire foutre,1,100
4398,minoritaire,1,56
4403,Nikita,1,60
4407,omnivore,1,80
4411,Lutèce,1,74
4415,régurgitation,1,56
4419,intolérant,1,54
4421,parkinsonien,1,64
4423,massacre,1,254
4430,mouille,1,64
4434,bernicle,1,64
4436,archivage,1,58
4443,contre-visite,1,54
4445,Carpates,1,72
4449,exiler,1,58
4451,prier,1,626
4455,chien,1,5298
4457,Loulou,1,62
4458,cartonner,1,60
4461,glisser,1,454
4464,déserté,1,78
4465,ombres,1,58
4472,législation,1,166
4480,quintuplés,1,52
4483,bipédie,1,56
4488,lamé,1,60
4493,partiellement,1,212
4494,lido,1,62
4495,cithare,1,56
4497,arquebuse,1,58
4498,arthrose,1,130
4499,soûlant,1,52
4500,cran,1,70
4503,primaire,1,340
4504,infirmité,1,118
4506,subconscient,1,70
4507,diviseur,1,100
4513,joyeux,1,590
4521,Rosette,1,76
4528,réaliser,1,276
4529,châtier,1,100
4533,fauteuil,1,1470
4535,électoral,1,64
4539,béret,1,146
4548,insensiblement,1,60
4549,coagulum,1,52
4552,inquiétude,1,698
4559,Louis Joseph Gay-Lussac,1,52
4560,cyanure,1,94
4564,opaline,1,54
4567,se découper,1,52
4575,enfourner,1,132
4579,diplômer,1,60
4582,amiral,1,120
4583,caguer,1,64
4586,épandu,1,54
4593,Charenton-le-Pont,1,52
4594,surprendre,1,224
4596,chalumeau,1,80
4597,espacement,1,76
4598,rétractile,1,62
4600,faire grève,1,86
4601,enflammer,1,188
4603,électroniquement,1,52
4608,absoluteur,1,52
4609,Allah,1,66
4612,manu militari,1,68
4613,gourance,1,52
4614,chemiserie,1,52
4616,burin,1,102
4628,bénignement,1,52
4629,interfécondité,1,52
4630,à cause,1,52
4631,Archibald Alexander Leach,1,62
4633,Juin,1,158
4634,crotté,1,54
4639,passeur,1,68
4644,naine blanche,1,64
4645,emmieller,1,52
4646,apostropher,1,80
4652,agressif,1,156
4653,courir,1,1992
4658,moteur,1,2066
4659,cardiopathie,1,70
4661,résection,1,52
4667,méthanal,1,52
4669,George Hubert Wilkins,1,52
4671,imposition,1,148
4682,sagement,1,54
4687,subsistance,1,58
4689,Biot,1,56
4690,faire suer,1,52
4692,Doillon,1,52
4704,épingles,1,58
4707,Frances,1,52
4708,chômé,1,88
4709,Australia,1,54
4711,saccharine,1,58
4715,pyroxène,1,52
4717,Les Aventures de Rabbi Jacob,1,52
4718,musique de chambre,1,98
4719,bestiaux,1,56
4732,triplé,1,62
4736,iboga,1,56
4743,bicoque,1,80
4745,lauréat,1,62
4752,haïtien,1,56
4756,hyperalgie,1,58
4760,renouée,1,72
4762,subtilité,1,66
4763,guignol,1,100
4764,hydroxyde,1,54
4768,tarot,1,198
4771,Ernest,1,52
4772,majorer,1,56
4774,macadamiser,1,52
4776,empointer,1,54
4777,ronchonner,1,94
4778,doxologie,1,52
4779,jeu de cubes,1,52
4781,torgnole,1,90
4784,arthrographie,1,54
4793,Gobseck,1,52
4794,décote,1,56
4795,portière,1,180
4796,feuillaison,1,54
4800,Qatar,1,52
4803,°C,1,52
4805,catogan,1,52
4811,quillard,1,52
4818,fortuné,1,120
4823,historier,1,54
4824,Silésie,1,52
4825,maternité,1,508
4826,ex-femme,1,56
4827,permission,1,154
4843,pneumothorax,1,64
4849,défaillant,1,58
4850,Félix Faure,1,54
4852,Madame de Pompadour,1,52
4853,Gasser,1,54
4855,tutorat,1,62
4856,césarienne,1,82
4862,couveuse,1,72
4863,surveillante,1,88
4865,portée,1,232
4866,cache-coeur,1,52
4867,inesthétique,1,54
4870,justes,1,52
4872,se défier,1,88
4874,omnibus,1,62
4876,démesurément,1,60
4877,trilles,1,52
4886,Sérusier,1,60
4887,fermer sa gueule,1,96
4889,ad vitam aeternam,1,52
4893,traumatisme,1,430
4895,burette,1,52
4896,opium,1,134
4902,se servir,1,90
4906,golf,1,178
4907,bonjour,1,514
4910,texture,1,80
4911,nord-est,1,168
4914,plaquer,1,166
4920,savane,1,832
4921,liasse,1,64
4927,coquet,1,80
4928,Clint Eastwood,1,66
4948,catarrheux,1,52
4949,apiculture,1,74
4951,grandi,1,62
4955,organdi,1,54
4963,maya,1,76
4968,sélaginelle,1,52
4969,avantageusement,1,74
4970,parrainer,1,56
4976,voyeur,1,194
4977,Banks,1,52
4979,David Livingstone,1,52
4981,macroscopique,1,72
4983,se décoiffer,1,52
4984,Tibère,1,124
4985,épicéa,1,72
4987,indécelable,1,52
4991,rafraîchissement,1,66
4993,planter,1,1286
4995,limande,1,54
5000,autoportrait,1,60
5003,Caroline du Sud,1,58
5004,Jade,1,52
5008,Mauna Loa,1,52
5015,Livourne,1,54
5017,clystère,1,68
5019,pagaye,1,56
5020,cognomen,1,52
5026,dégager,1,196
5027,ensorcelé,1,68
5029,mer Rouge,1,84
5030,triturer,1,52
5031,se ramener,1,54
5033,manichéisme,1,60
5038,Cléopâtre,1,180
5041,balsamier,1,52
5051,gêner,1,132
5054,chitine,1,97
5056,chrétienté,1,72
5061,chiche-kebab,1,54
5064,jubilé,1,60
5065,immense,1,312
5068,épinoche,1,54
5069,contremarche,1,58
5070,grossir,1,958
5071,intelligible,1,86
5074,conter,1,146
5076,envahir,1,172
5078,pyjama,1,182
5079,Colombie,1,230
5085,croquemitaine,1,62
5087,pelté,1,52
5088,Saint-Michel,1,52
5089,junte,1,52
5091,muré,1,56
5092,modifié,1,54
5093,perversement,1,64
5096,encyclopédiste,1,52
5099,alarmé,1,52
5100,presbytère,1,60
5102,tressauter,1,76
5104,chair à canon,1,54
5108,métamorphique,1,52
5111,quinze,1,140
5112,apocryphe,1,52
5113,encadré,1,54
5115,cuire,1,1278
5116,homozygotie,1,58
5117,électrodéposition,1,52
5123,Easy Rider,1,54
5125,ingestion,1,62
5126,coagulation,1,148
5127,millionième,1,52
5128,encouragement,1,140
5129,abat-jour,1,144
5130,étalonner,1,58
5131,basson,1,60
5132,Melpomène,1,52
5138,croquis,1,420
5148,Sofia,1,52
5150,Mgr,1,52
5152,tutoyer,1,58
5153,cliquer,1,86
5154,Guépéou,1,52
5159,germain,1,60
5162,ronchon,1,126
5163,déséquilibrer,1,64
5168,criard,1,70
5173,papetier,1,140
5176,complaisamment,1,54
5178,tous,1,114
5193,désunir,1,94
5195,truck,1,54
5196,trompeusement,1,54
5197,parier,1,150
5198,youyou,1,58
5199,architecturer,1,54
5200,faire la gueule,1,184
5204,tirailleur,1,56
5205,paix,1,758
5210,marchander,1,186
5211,ceint,1,58
5213,Mari,1,53
5214,traitant,1,54
5215,manie,1,140
5217,bastaque,1,64
5225,curviligne,1,52
5228,nuisette,1,80
5230,Porte,1,54
5240,moulin à huile,1,54
5241,redémarrer,1,142
5243,traumatisé,1,72
5245,sniper,1,144
5249,Félix le chat,1,54
5253,négociation,1,114
5255,complicité,1,254
5258,irrévérence,1,68
5262,favouille,1,52
5263,faussé,1,52
5264,immunoglobuline,1,56
5274,hygiénique,1,68
5277,diagnostic,1,164
5278,agénésie,1,54
5282,polonium,1,52
5285,démentiel,1,60
5290,angle,1,388
5292,deux,1,2484
5295,compote,1,244
5296,Sauveur,1,52
5298,cafarder,1,68
5299,afrique,1,169
5300,barber,1,60
5303,Darjeeling,1,52
5306,Misène,1,52
5319,musical,1,132
5321,local,1,148
5323,suivi,1,104
5325,bibliothécaire,1,154
5328,centrifugeuse,1,62
5329,versifier,1,56
5333,administrer,1,98
5334,tectonique,1,86
5335,aztèque,1,68
5336,quêteux,1,56
5342,fraisier,1,112
5344,gnian-gnian,1,52
5356,tendances artistiques,1,58
5358,Margeride,1,56
5372,denier,1,96
5383,licite,1,56
5384,anoblissement,1,62
5387,prostaglandine,1,52
5391,ferronnier,1,52
5392,exportation,1,78
5398,culpabiliser,1,54
5401,doudounes,1,58
5405,blasphémateur,1,52
5408,nucléoside,1,70
5409,tressautement,1,58
5412,viral,1,68
5418,dyne,1,52
5420,atonal,1,56
5425,machine,1,1124
5426,haïku,1,56
5430,housse,1,86
5431,voyageur de commerce,1,68
5433,doigter,1,54
5435,ronfler,1,292
5437,haineusement,1,70
5442,paraphraser,1,52
5446,pékan,1,76
5448,Flaubert,1,102
5449,PMI,1,54
5450,travaillant,1,112
5452,démoraliser,1,78
5453,corps spongieux,1,70
5454,placer,1,388
5460,mile,1,56
5466,dominé,1,110
5469,ozonolyse,1,56
5473,confidente,1,70
5476,caparaçonné,1,52
5477,noircissement,1,56
5483,secouement,1,52
5485,mordre la poussière,1,52
5490,un par un,1,56
5493,Caruso,1,52
5497,exciser,1,52
5498,barricade,1,146
5499,libyen,1,52
5500,Berquin,1,52
5504,relégation,1,58
5506,galate,1,56
5510,Sud-Est asiatique,1,60
5516,glyphe,1,54
5519,sonnette,1,380
5523,lavement,1,136
5529,Celtes,1,60
5531,patate,1,402
5535,évoquer,1,80
5543,questionnement,1,128
5545,Aristide,1,52
5549,alcools,1,72
5552,art déco,1,58
5553,mévente,1,82
5556,dégelée,1,54
5561,ataraxie génitale,1,52
5562,Contre-Réforme,1,52
5569,natté,1,52
5573,disparate,1,68
5574,ébriété,1,94
5584,sensiblerie,1,58
5587,caleçon,1,204
5591,éthylomètre,1,52
5596,Livingstone,1,52
5600,galamment,1,54
5602,iodé,1,64
5604,voracement,1,136
5610,dégueulasse,1,276
5616,membrure,1,52
5617,rentrant,1,58
5618,siffloter,1,72
5625,cartonnage,1,62
5626,carogne,1,52
5627,hypnotiser,1,92
5635,lapider,1,90
5638,mioche,1,84
5641,toujours,1,298
5642,calé,1,106
5643,acidifier,1,100
5659,poudré,1,52
5663,processus,1,94
5665,irritable,1,64
5678,Dimitri Ivanovitch Dimitri,1,52
5682,hypofertilité,1,52
5683,Orénoque,1,52
5684,périnée,1,84
5685,Villedieu-les-Poêles,1,52
5692,baiser,1,2400
5695,exceptionnel,1,114
5701,okubi-e,1,52
5702,quelconque,1,130
5703,pityriasis,1,62
5704,oléiculture,1,52
5706,charlemagne,1,52
5707,jardinage,1,300
5708,contretemps,1,74
5710,objection de conscience,1,52
5712,Ferdinand Berthoud,1,52
5714,sortir,1,508
5715,pronostiquer,1,52
5716,paléontologie,1,120
5719,galopin,1,66
5721,blet,1,64
5725,verser des larmes,1,58
5730,attractif,1,52
5735,médias et histoire,1,52
5741,dégraissage,1,60
5743,invoquer,1,92
5747,rigoureux,1,152
5748,amplification,1,66
5750,palais Barberini,1,54
5752,obsessionnel,1,56
5753,nervure,1,86
5756,crabotage,1,52
5758,inflammable,1,78
5761,Frédéric II,1,52
5762,gibbon,1,52
5763,mycose,1,114
5766,handicapé,1,212
5771,libre-service,1,98
5772,chapelle,1,304
5775,souffle coupé,1,52
5777,anticlérical,1,58
5780,stridulant,1,52
5781,se ranger,1,56
5785,se baigner,1,328
5786,skis,1,72
5788,venette,1,52
5793,arille,1,52
5794,aéronavale,1,54
5795,duveteux,1,74
5802,verglas,1,314
5806,conspirer,1,66
5808,galetas,1,64
5814,animalerie,1,150
5816,railleur,1,76
5817,mérozoïte,1,52
5819,Humphrey Bogart,1,58
5820,être dans la lune,1,176
5822,damné,1,72
5824,Allegheny,1,58
5832,chas,1,80
5834,sucré,1,1274
5835,coran,1,74
5838,gaillardise,1,58
5843,se développer,1,78
5851,mignonne,1,198
5852,My Fair Lady,1,52
5854,forniquer,1,118
5858,radian,1,66
5862,araucaria,1,56
5864,Orson Welles,1,52
5865,disques,1,52
5870,lampyre,1,78
5872,sylvicole,1,56
5873,débonder,1,58
5876,zirconium,1,52
5878,transfusion,1,98
5885,vulgaire,1,362
5886,assainir,1,98
5891,fable,1,450
5894,présentatrice,1,74
5897,charrette,1,106
5901,maraîcher,1,64
5909,être comblé,1,54
5910,épée,1,1212
5912,troisième,1,404
5915,gros rouge,1,96
5918,autour de,1,52
5920,carcinome,1,122
5921,identiquement,1,52
5925,germe,1,166
5933,cristallographie,1,74
5941,établi,1,112
5942,malade mental,1,86
5945,temple,1,608
5947,Victor Cousin,1,56
5951,Pearl,1,54
5955,parc,1,962
5963,planning familial,1,74
5969,Brassens,1,118
5970,nana,1,186
5972,Maigret,1,60
5973,Très Riches Heures,1,52
5975,mica,1,80
5977,gouverne,1,54
5978,aquilin,1,56
5979,accoucher,1,400
5987,terme de comparaison,1,52
5988,cinémathèque,1,60
5990,âcre,1,62
5991,vacataire,1,76
5994,rosâtre,1,56
5997,carboniser,1,58
5998,bille en tête,1,52
6002,Jalapa,1,52
6003,petits pois,1,80
6011,utilité,1,156
6013,embrouillé,1,68
6015,dithyrambe,1,58
6030,aruspice,1,52
6031,ermite,1,112
6033,dormance,1,52
6034,nudisme,1,160
6037,poissonneux,1,60
6038,insonore,1,52
6041,cube,1,288
6052,voies,1,62
6053,périodicité,1,70
6056,Cindy,1,52
6058,avancé,1,82
6068,torpeur,1,84
6070,jument,1,482
6081,minorité,1,76
6088,ensorcelant,1,52
6090,écornifler,1,52
6091,le Bourgeois gentilhomme,1,52
6094,se procurer,1,56
6095,Vénétie,1,54
6096,modifier,1,228
6099,éditorialiste,1,70
6111,échouement,1,56
6114,crapoteux,1,52
6118,bouillonnement,1,76
6122,odalisque,1,52
6126,caféier,1,118
6129,lucide,1,54
6132,involucre,1,56
6136,révolte,1,840
6143,vairon,1,56
6146,faim,1,512
6156,pièce jointe,1,58
6166,étuves,1,52
6168,cash,1,84
6176,fluorescence,1,60
6178,termitière,1,74
6184,apostolat,1,56
6195,hémorroïdaire,1,54
6199,angiotensine,1,54
6202,polygyne,1,54
6206,pommer,1,56
6207,demi-portion,1,52
6209,mutilant,1,52
6211,hématome,1,246
6212,Dom Juan,1,68
6219,alcotest,1,56
6226,trop,1,380
6227,salaud,1,186
6228,balancement,1,76
6229,roadster,1,58
6231,présenter,1,392
6234,fais-dodo,1,56
6236,retenu,1,86
6239,repliable,1,54
6243,hélicoptère,1,508
6247,telline,1,52
6248,réintégrer,1,58
6249,Marrakech,1,52
6251,battre un record,1,52
6253,gourdin,1,84
6254,excavatrice,1,54
6260,style lapidaire,1,54
6262,étau,1,62
6273,hémolymphe,1,56
6277,pastiller,1,58
6278,brillanter,1,54
6281,franc-maçonnerie,1,66
6290,en dernier ressort,1,52
6291,combien,1,60
6296,minière,1,56
6297,surabondance,1,82
6298,de tout repos,1,52
6301,Montego Bay,1,58
6308,dessèchement,1,54
6312,varicocèle,1,60
6316,traitement chirurgical,1,52
6317,caprins,1,52
6318,flint,1,66
6320,rentabilité,1,82
6325,effondrer,1,54
6331,phrasé,1,54
6332,Haworth,1,52
6333,zézayer,1,60
6334,magnifique,1,318
6343,délavé,1,126
6351,Melun,1,54
6353,historiographique,1,68
6354,moisissement,1,52
6362,en chantier,1,56
6364,se retourner,1,78
6367,ravin,1,78
6368,désolant,1,60
6373,Hermogène,1,52
6376,anémié,1,56
6381,conductivité,1,60
6382,tourbillon,1,120
6385,aigreur,1,136
6386,consul,1,70
6387,butadiène,1,54
6395,lubrifiant,1,122
6399,Mongolie,1,118
6403,dinosaurien,1,52
6405,écorner,1,56
6408,curium,1,52
6416,quiconque,1,60
6420,bluffer,1,62
6421,dérangé,1,66
6422,chamboulement,1,74
6426,maquille,1,56
6427,Jouvenel des Ursins,1,52
6428,convoyeur,1,74
6430,aguerri,1,52
6433,sans effet,1,64
6441,infanticide,1,56
6443,carotique,1,52
6450,enorgueillir,1,52
6451,larder,1,56
6456,taquet,1,62
6461,maillée,1,54
6462,éclairé,1,94
6464,floralies,1,64
6468,avoir tort,1,56
6473,papayer,1,56
6474,duper,1,182
6477,procurer,1,66
6481,ruiné,1,110
6482,bactérie,1,650
6484,légitimité,1,52
6487,figure de proue,1,58
6489,cosinus,1,72
6491,intransitif,1,58
6492,Marguerite de Navarre,1,56
6495,mendicité,1,60
6496,roguerie,1,54
6497,paupérisation,1,62
6499,ristourne,1,148
6502,prohiber,1,70
6505,tiédir,1,56
6509,Costa Rica,1,54
6512,tarifer,1,52
6513,microscope,1,336
6514,avertissement,1,232
6516,trachyte,1,64
6517,encenser,1,80
6522,Gergovie,1,76
6524,Francis Hutcheson,1,52
6527,ourlet,1,210
6528,expulsion,1,136
6531,rembourrer,1,78
6534,indemniser,1,60
6537,sellette,1,62
6538,recourber,1,52
6541,blaser,1,56
6544,cardia,1,54
6546,vampire,1,384
6547,poujadisme,1,70
6550,cervidé,1,88
6555,séronégativité,1,52
6559,apoenzyme,1,52
6560,jardiner,1,612
6561,ralentisseur,1,126
6563,ver solitaire,1,108
6564,Don Giovanni,1,70
6565,Wendy,1,54
6566,empaqueté,1,66
6572,comédie-ballet,1,52
6573,impétigo,1,56
6579,particules élémentaires,1,52
6582,téléski,1,68
6584,dacryoadénite,1,56
6585,loqueteux,1,60
6588,pugnace,1,64
6594,contrôlé,1,66
6600,émaillé,1,52
6603,nuque,1,174
6604,minéralogiste,1,60
6605,instrument,1,1708
6609,paléarctique,1,54
6613,épeurer,1,52
6614,municipales,1,66
6622,hydrolyse,1,90
6624,anobli,1,64
6628,cognac,1,112
6630,prodiguer,1,54
6637,émetteur,1,96
6640,ininflammable,1,54
6642,partouse,1,56
6647,tenir lieu de,1,52
6651,variable,1,114
6653,biclou,1,54
6654,enroulement,1,80
6655,Maurepas,1,52
6656,défaillance,1,92
6657,bouchée,1,182
6658,délirant,1,86
6659,bain de soleil,1,82
6661,schnaps,1,60
6665,Cana,1,54
6666,avoir du temps devant soi,1,58
6667,confident,1,96
6668,félicitation,1,148
6677,aveuglément,1,66
6686,Jackson,1,56
6689,oblitérer,1,74
6691,faisselle,1,86
6703,outlaw,1,56
6712,éléphantiasis,1,52
6714,arénacé,1,54
6718,importun,1,102
6720,fondamentaliste,1,52
6724,inquiété,1,52
6729,mimétique,1,66
6730,Isle,1,52
6735,squatter,1,90
6736,défoulement,1,58
6744,destroyer,1,100
6745,sloop,1,72
6750,full,1,68
6754,exhibitionnisme,1,86
6755,guimbarde,1,104
6759,cloporte,1,70
6763,implicite,1,52
6766,Toyota,1,78
6767,musculaire,1,68
6770,sulfureux,1,52
6781,mise en bière,1,110
6782,Oklahoma,1,56
6783,errement,1,54
6784,glossine,1,56
6790,escrimeur,1,116
6792,illicite,1,88
6793,dépité,1,56
6797,sprue,1,54
6798,dépoussiérage,1,54
6799,chaudron,1,150
6801,piquant,1,558
6808,cheminer,1,148
6810,contrecarrer,1,52
6819,mutuel,1,80
6820,défricheur,1,66
6821,railler,1,110
6822,Beaufort,1,54
6824,plant,1,194
6827,quadriphonie,1,52
6832,procaryotes,1,56
6833,baleinière,1,52
6842,rênes,1,52
6845,monoplace,1,62
6846,cynisme,1,98
6848,Maximilien,1,66
6849,glycoprotéine,1,58
6854,affronter,1,104
6858,révocatoire,1,52
6859,caillouter,1,52
6871,serviette de toilette,1,74
6872,math spé,1,68
6874,mocheté,1,134
6875,Leonard Cohen,1,52
6877,épidermique,1,58
6884,aspic,1,72
